variables,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,OUTAGE.START.DATE,OUTAGE.START.TIME,OUTAGE.RESTORATION.DATE,OUTAGE.RESTORATION.TIME,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,candidate_group_id,candidate_group_size,candidate_row_rank,duplicate_candidate,duplicate_excess_row,normalized_cause_category_detail,start_timestamp_local,restoration_timestamp_local,reported_duration_min,timestamp_duration_min,duration_delta_min,complete_temporal,timestamp_duration_nonnegative,reported_duration_positive,reported_duration_nonnegative,demand_loss_mw_numeric,demand_loss_known,demand_loss_positive,demand_loss_zero,customers_affected_numeric,nerc_regions,multi_nerc,source_row_primary_duration_member,source_row_known_loss_member,source_row_positive_loss_member,source_row_zero_duration_member
__MISSING__,917,2014,3,Montana,MT,WECC,West North Central,-0.4,normal,2014-03-26T00:00:00,13:37:00,2014-03-26T00:00:00,14:33:00,islanding,__MISSING__,__MISSING__,56,__MISSING__,__MISSING__,9.82,9.5,5.82,8.7,506153,422277,314096,1242527,40.7357747558001,33.9853379443666,25.2788068186848,485041,103132,9597,597770,81.1417434799338,17.2527895344363,1.60546698562992,38820,49091,0.790776313377197,1.1,965,39735,2.42858940480685,0.5,1023252,55.89,29.4,1860.8,1732.4,3,0.2,0.12,98.983949945593,1.01605005440696,1.01605005440696,fab0140655e1ace92f312b2a9990d82234f92185b1b5c2350ab40caf00717562,1,1,false,false,__MISSING__,2014-03-26T13:37:00,2014-03-26T14:33:00,56,56,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,WECC,false,true,false,false,true
__MISSING__,918,2013,6,Montana,MT,WECC,West North Central,-0.2,normal,2013-06-22T00:00:00,16:12:00,2013-06-22T00:00:00,17:45:00,intentional attack,__MISSING__,__MISSING__,93,__MISSING__,__MISSING__,11,9.79,5.68,8.75,308546,391992,358911,1059449,29.1232518035318,36.9996101747229,33.8771380217453,477266,101216,8692,587174,81.2818687475944,17.2378204757023,1.48031077670333,38395,48396,0.793350690139681,0.2,1009,38965,2.58950340048762,0.5,1014402,55.89,29.4,1860.8,1732.4,3,0.2,0.12,98.983949945593,1.01605005440696,1.01605005440696,1c52a6d1a901aa8e02d1e5c44ad62add9f6d65c994ba756620d17ab131918ea8,1,1,false,false,__MISSING__,2013-06-22T16:12:00,2013-06-22T17:45:00,93,93,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,WECC,false,true,false,false,true
__MISSING__,919,2010,6,Montana,MT,MRO,West North Central,-0.4,normal,2010-06-17T00:00:00,10:49:00,2010-06-17T00:00:00,11:02:00,islanding,__MISSING__,__MISSING__,13,__MISSING__,__MISSING__,9.42,8.48,5.32,7.68,316235,372917,361624,1050775,30.0954057719302,35.4897099759701,34.4149794199519,467878,101129,5218,574225,81.4799077016849,17.6113892637903,0.908703034524794,37156,47287,0.785755070103834,2.7,1020,36806,2.77128729011574,0.5,990643,55.89,29.4,1860.8,1732.4,3,0.2,0.12,98.983949945593,1.01605005440696,1.01605005440696,0a9e258d0888489ff2eee22665caf67bf53aec11663e4fc6a78468f924059bb4,1,1,false,false,__MISSING__,2010-06-17T10:49:00,2010-06-17T11:02:00,13,13,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,MRO,false,true,false,false,true
__MISSING__,920,2003,4,New York,NY,NPCC,Northeast,0,normal,2003-04-04T00:00:00,03:11:00,2003-04-05T00:00:00,14:00:00,severe weather,storm,__MISSING__,2089,225,160000,14.55,12.97,7.59,12.51,3437483,5400680,1801824,10846529,31.6920094898562,49.7917813154789,16.6119871158783,6875329,977887,23625,7876995,87.2836532205492,12.4144676999287,0.299924019248457,54161,45858,1.18105892101705,0,19621,1038596,1.88918501515507,8,19175939,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,a0ee2ba84e4ae1892ce7788750f56eecb8ada3659069f29a92b640ed9bb0bd23,1,1,false,false,storm,2003-04-04T03:11:00,2003-04-05T14:00:00,2089,2089,0,true,true,true,true,225,true,true,false,160000,NPCC,false,true,true,true,true
__MISSING__,921,2012,10,New York,NY,NPCC,Northeast,0.3,normal,2012-10-29T00:00:00,13:00:00,2012-11-12T00:00:00,14:00:00,severe weather,hurricanes,Sandy,20280,__MISSING__,632816,18.44,15.14,6.09,15.21,3599866,6140382,1201150,11163410,32.2470105460607,55.0045371441164,10.7597051438584,7010740,1038268,8144,8057158,87.0125669621968,12.8862807456426,0.101077824215437,62777,48156,1.30361741008389,2.4,19591,1230882,1.59162291755018,7.3,19606981,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,f86764daad35ab3f575e60cd862147837461241c0aa9ba63148f7ae90216fef3,1,1,false,false,hurricanes,2012-10-29T13:00:00,2012-11-12T14:00:00,20280,20220,60,true,true,true,true,__MISSING__,false,false,false,632816,NPCC,false,true,false,false,true
__MISSING__,922,2012,10,New York,NY,NPCC,Northeast,0.3,normal,2012-10-29T00:00:00,16:01:00,2012-11-08T00:00:00,19:00:00,severe weather,hurricanes,Sandy,14639,__MISSING__,818000,18.44,15.14,6.09,15.21,3599866,6140382,1201150,11163410,32.2470105460607,55.0045371441164,10.7597051438584,7010740,1038268,8144,8057158,87.0125669621968,12.8862807456426,0.101077824215437,62777,48156,1.30361741008389,2.4,19591,1230882,1.59162291755018,7.3,19606981,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,e155704e7e98add91bf0206b35e14f02e613dba2b116ba2372d4110e9e3bd191,1,1,false,false,hurricanes,2012-10-29T16:01:00,2012-11-08T19:00:00,14639,14579,60,true,true,true,true,__MISSING__,false,false,false,818000,NPCC,false,true,false,false,true
__MISSING__,923,2011,8,New York,NY,NPCC,Northeast,-0.6,cold,2011-08-28T00:00:00,05:00:00,2011-08-30T00:00:00,05:00:00,severe weather,__MISSING__,__MISSING__,2880,__MISSING__,152261,19.25,17.05,8.36,17.11,5406845,7322466,1195400,14159584,38.1850554366569,51.7138497854174,8.4423384189818,6987631,1035992,8222,8031854,86.998979314116,12.8985412334437,0.102367398610582,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,4d5bd18738ff7bc9072adf3bdc57e21e89f5d94426a7d7f73ec311dfc0cad8c9,1,1,false,false,__MISSING__,2011-08-28T05:00:00,2011-08-30T05:00:00,2880,2880,0,true,true,true,true,__MISSING__,false,false,false,152261,NPCC,false,true,false,false,true
__MISSING__,924,2000,5,New York,NY,NPCC,Northeast,-0.7,cold,2000-05-09T00:00:00,11:39:00,2000-05-09T00:00:00,23:00:00,system operability disruption,__MISSING__,__MISSING__,681,__MISSING__,__MISSING__,13.54,11.09,5.26,10.54,3148177,5029288,2109514,11299044,27.8623306538146,44.5107391386386,18.6698449886557,6710008,881118,8718,7634656,87.8888059920447,11.5410307943148,0.114189820733246,53046,44745,1.1855179349648,2.4,22446,1007960,2.22687408230485,7.6,19001780,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,a947af041df8caf237b99f90612f089cd4b321a67f9d3dfb41e9f14e7d828f8c,1,1,false,false,__MISSING__,2000-05-09T11:39:00,2000-05-09T23:00:00,681,681,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,925,2001,6,New York,NY,NPCC,Northeast,-0.1,normal,2001-06-25T00:00:00,13:25:00,2001-06-25T00:00:00,21:39:00,equipment failure,feeder shutdown,__MISSING__,494,__MISSING__,__MISSING__,14.41,12.72,5.48,11.46,3468904,5232500,2357077,12201514,28.4301112140674,42.8840224254138,19.3179059582278,7498723,1035608,14695,8599372,87.200821176244,12.0428328952393,0.17088457157104,54402,44719,1.21652988662537,2.6,19923,1038147,1.91909238287063,7.4,19082838,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,22019f6ad17f78b21a56860346ef0a4265b4e39a7e6cc653beb2c480adf9359b,1,1,false,false,feeder shutdown,2001-06-25T13:25:00,2001-06-25T21:39:00,494,494,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,926,2011,8,New York,NY,NPCC,Northeast,-0.6,cold,2011-08-28T00:00:00,12:30:00,2011-08-28T00:00:00,12:31:00,severe weather,__MISSING__,__MISSING__,1,__MISSING__,116000,19.25,17.05,8.36,17.11,5406845,7322466,1195400,14159584,38.1850554366569,51.7138497854174,8.4423384189818,6987631,1035992,8222,8031854,86.998979314116,12.8985412334437,0.102367398610582,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,9473a9c54474869cf4d1811d1ec0d900cdd6fab3aed27b45075de76e191bfd1a,1,1,false,false,__MISSING__,2011-08-28T12:30:00,2011-08-28T12:31:00,1,1,0,true,true,true,true,__MISSING__,false,false,false,116000,NPCC,false,true,false,false,true
__MISSING__,927,2011,10,New York,NY,NPCC,Northeast,-0.9,cold,2011-10-29T00:00:00,15:00:00,2011-11-02T00:00:00,08:15:00,severe weather,__MISSING__,__MISSING__,5355,__MISSING__,145000,18.78,15.71,7.4,15.79,3743979,6192300,1175022,11361905,32.9520357721702,54.5005437028386,10.3417692719663,6987631,1035992,8222,8031854,86.998979314116,12.8985412334437,0.102367398610582,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,42b963b9818521ac1ed54bafe07163a7e5b13a0326088c8afaf22ff2694a0d05,1,1,false,false,__MISSING__,2011-10-29T15:00:00,2011-11-02T08:15:00,5355,5355,0,true,true,true,true,__MISSING__,false,false,false,145000,NPCC,false,true,false,false,true
__MISSING__,928,2011,5,New York,NY,NPCC,Northeast,-0.4,normal,2011-05-08T00:00:00,19:35:00,2011-05-08T00:00:00,19:35:00,intentional attack,vandalism,__MISSING__,0,__MISSING__,0,18.3,15.58,7.65,15.65,3557054,5821564,1082880,10689332,33.2766724805629,54.4614387503354,10.13047400904,6987631,1035992,8222,8031854,86.998979314116,12.8985412334437,0.102367398610582,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,fc61283af5db16a021808773a44f37908c7b483fd31b3633c919889617f5c382,1,1,false,false,vandalism,2011-05-08T19:35:00,2011-05-08T19:35:00,0,0,0,true,true,false,true,__MISSING__,false,false,false,0,NPCC,false,false,false,false,true
__MISSING__,929,2013,12,New York,NY,NPCC,Northeast,-0.3,normal,2013-12-22T00:00:00,06:16:00,2013-12-24T00:00:00,23:59:00,severe weather,snow/ice ,__MISSING__,3943,__MISSING__,59000,18.18,14.45,5.97,14.74,4407304,6280512,1460222,12405870,35.5259566640631,50.6253249469807,11.7704119098459,7027866,1040398,7960,8076230,87.0191413567964,12.8822235127033,0.0985608384109913,62610,48396,1.29370195883957,-0.3,19081,1233138,1.54735317539481,7.1,19691032,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,46721250fe3a3996e4eb06456959b3ffaef3398bc37d8572b746705d523c7956,1,1,false,false,snow/ice,2013-12-22T06:16:00,2013-12-24T23:59:00,3943,3943,0,true,true,true,true,__MISSING__,false,false,false,59000,NPCC,false,true,false,false,true
__MISSING__,930,2007,7,New York,NY,NPCC,Northeast,-0.4,normal,2007-07-10T00:00:00,11:00:00,2007-07-12T00:00:00,18:00:00,severe weather,storm,__MISSING__,3300,650,300000,17.27,16.95,9.18,15.98,5062429,6865961,1788516,13993053,36.1781592623139,49.0669262812054,12.7814566270849,6933304,1016069,12834,7962235,87.0773595604752,12.761102881289,0.161185898180599,60291,49126,1.22727272727273,0.2,19772,1153500,1.71408755960121,7.7,19132335,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,bf7fb60cf21635d36b9f100b237bea52ccc7b4ded8461db437a7e560f8448b0c,1,1,false,false,storm,2007-07-10T11:00:00,2007-07-12T18:00:00,3300,3300,0,true,true,true,true,650,true,true,false,300000,NPCC,false,true,true,true,true
__MISSING__,931,2016,5,New York,NY,NPCC,Northeast,0.6,warm,2016-05-26T00:00:00,21:29:00,2016-05-27T00:00:00,00:40:00,system operability disruption,transmission interruption,__MISSING__,191,82,56645,17.73,13.59,5.76,13.8,3317991,5736290,1407537,10674899,31.0821769835949,53.736246122797,13.1854830663972,7118901,1072896,7646,8199451,86.8216786709256,13.0849736159165,0.0932501456499953,64522,50660,1.27362810896171,0.9,18427,1279883,1.43974097632362,7,19836286,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,3125968a33595dcf3b126edba96f7d7eac310e6ad8c91973e3158247301e434e,1,1,false,false,transmission interruption,2016-05-26T21:29:00,2016-05-27T00:40:00,191,191,0,true,true,true,true,82,true,true,false,56645,NPCC,false,true,true,true,true
__MISSING__,932,2014,3,New York,NY,NPCC,Northeast,-0.4,normal,2014-03-03T00:00:00,17:25:00,2014-03-03T00:00:00,17:25:00,intentional attack,__MISSING__,__MISSING__,0,__MISSING__,__MISSING__,20.9,16.84,6.84,17.08,4301046,6231001,1379241,12154725,35.3857944132837,51.2640228388548,11.3473649136447,7046829,1045571,7862,8100268,86.9950105354539,12.9078568758466,0.0970585170762251,63217,49091,1.28775131897904,1,18048,1248299,1.44580745478447,7.3,19748858,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,759f65f9e3b2e09928e94e21e98e591e92ca1f398be37022ad65ba80bfe34fc4,1,1,false,false,__MISSING__,2014-03-03T17:25:00,2014-03-03T17:25:00,0,0,0,true,true,false,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,false,false,false,true
__MISSING__,933,2016,5,New York,NY,NPCC,Northeast,0.6,warm,2016-05-07T00:00:00,07:49:00,2016-05-07T00:00:00,09:02:00,intentional attack,sabotage,__MISSING__,73,0,0,17.73,13.59,5.76,13.8,3317991,5736290,1407537,10674899,31.0821769835949,53.736246122797,13.1854830663972,7118901,1072896,7646,8199451,86.8216786709256,13.0849736159165,0.0932501456499953,64522,50660,1.27362810896171,0.9,18427,1279883,1.43974097632362,7,19836286,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,af12441370c5e16e0557d5abab8faef64f6222889416e75f0dbde89721d9cabe,1,1,false,false,sabotage,2016-05-07T07:49:00,2016-05-07T09:02:00,73,73,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,934,2004,1,New York,NY,NPCC,Northeast,0.3,normal,2004-01-14T00:00:00,06:00:00,2004-01-17T00:00:00,12:00:00,public appeal,__MISSING__,__MISSING__,4680,100,18600,13.32,11.97,6.64,11.62,4473465,6368934,1780950,12843931,34.8294069782841,49.587108495055,13.8660819650931,6794431,981964,10132,7786682,87.257075606786,12.610814208157,0.130119606785021,55866,47037,1.18770329740417,3.1,20000,1071033,1.86735609453677,7.7,19171567,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,411b5d822cb3bbf8e23e6eccee39cd7601dd582b55c6178433c2da21c7f56e54,1,1,false,false,__MISSING__,2004-01-14T06:00:00,2004-01-17T12:00:00,4680,4680,0,true,true,true,true,100,true,true,false,18600,NPCC,false,true,true,true,true
__MISSING__,935,2012,7,New York,NY,NPCC,Northeast,0.1,normal,2012-07-19T00:00:00,10:30:00,2012-07-31T00:00:00,11:00:00,fuel supply emergency,Coal,__MISSING__,17310,675,__MISSING__,18.38,16.46,7.27,16.43,5485306,7347840,1156302,14225043,38.5609097983043,51.6542551048879,8.12863623681137,7010740,1038268,8144,8057158,87.0125669621968,12.8862807456426,0.101077824215437,62777,48156,1.30361741008389,2.4,19591,1230882,1.59162291755018,7.3,19606981,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,b268fb268b0d8f1ce9b3bb31fa56c096f639488f6c1a5c623f1336d5e19a0a28,1,1,false,false,coal,2012-07-19T10:30:00,2012-07-31T11:00:00,17310,17310,0,true,true,true,true,675,true,true,false,__MISSING__,NPCC,false,true,true,true,true
__MISSING__,936,2010,8,New York,NY,NPCC,Northeast,-1.2,cold,2010-08-09T00:00:00,12:00:00,2010-08-16T00:00:00,12:00:00,fuel supply emergency,__MISSING__,__MISSING__,10080,__MISSING__,__MISSING__,19.35,17.13,9.12,17.25,5582113,7503301,1257437,14574946,38.2993734590852,51.4808150918707,8.62738702428126,6954916,1038260,8364,8001564,86.9194572461084,12.97571324806,0.104529564470146,61444,47287,1.2993846088777,3.7,19931,1192065,1.67197258538754,7.6,19402920,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,b1568c6fbed7c144c6f83ba1752e9798dfdfec27e8dc60f441656fad76b474e8,1,1,false,false,__MISSING__,2010-08-09T12:00:00,2010-08-16T12:00:00,10080,10080,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,937,2008,12,New York,NY,NPCC,Northeast,-0.7,cold,2008-12-12T00:00:00,02:38:00,2008-12-19T00:00:00,13:24:00,severe weather,winter storm,__MISSING__,10726,200,190000,16.63,14.83,7.99,14.76,4274712,6505560,1137166,12176916,35.1050463023642,53.4253500640064,9.33870283740152,6897087,1032105,8779,7937995,86.8870161797784,13.0020867989965,0.110594677875207,58322,48401,1.20497510382017,-3.3,19516,1120512,1.74170379255198,7.5,19212436,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,6681e46e17e2632ebbd9f3d73944336d997c708448e29da99da371cc1962e7b0,1,1,false,false,winter storm,2008-12-12T02:38:00,2008-12-19T13:24:00,10726,10726,0,true,true,true,true,200,true,true,false,190000,NPCC,false,true,true,true,true
__MISSING__,938,2013,5,New York,NY,NPCC,Northeast,-0.2,normal,2013-05-30T00:00:00,10:15:00,2013-05-30T00:00:00,10:16:00,intentional attack,vandalism,__MISSING__,1,__MISSING__,__MISSING__,18.35,14.54,6.64,14.71,3531244,5826305,1443281,11025368,32.0283549719157,52.8445399736317,13.0905471817358,7027866,1040398,7960,8076230,87.0191413567964,12.8822235127033,0.0985608384109913,62610,48396,1.29370195883957,-0.3,19081,1233138,1.54735317539481,7.1,19691032,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,e411e438cb6406b6151efae14a4952b8f530854543fa54bb04a5a9e958af2e25,1,1,false,false,vandalism,2013-05-30T10:15:00,2013-05-30T10:16:00,1,1,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,939,2015,11,New York,NY,NPCC,Northeast,2.2,warm,2015-11-13T00:00:00,11:30:00,2015-11-13T00:00:00,11:35:00,intentional attack,suspicious activity,__MISSING__,5,__MISSING__,__MISSING__,18.26,14.04,5.85,14.23,3370054,5792202,1439149,10825773,31.1299156189586,53.5038190806329,13.293729694868,7079097,1055136,7630,8141870,86.9468193424852,12.9593815671338,0.0937131150460521,63929,49844,1.28258165476286,1.1,17966,1274112,1.41008011854531,7.3,19795791,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,ff34be8ffe274b2622dc8850c69e1a49ad2712fd53e03f492c2810349c777300,1,1,false,false,suspicious activity,2015-11-13T11:30:00,2015-11-13T11:35:00,5,5,0,true,true,true,true,__MISSING__,false,false,false,__MISSING__,NPCC,false,true,false,false,true
__MISSING__,940,2013,5,New York,NY,NPCC,Northeast,-0.2,normal,2013-05-29T00:00:00,20:58:00,2013-05-31T00:00:00,14:53:00,severe weather,thunderstorm,__MISSING__,2515,__MISSING__,61795,18.35,14.54,6.64,14.71,3531244,5826305,1443281,11025368,32.0283549719157,52.8445399736317,13.0905471817358,7027866,1040398,7960,8076230,87.0191413567964,12.8822235127033,0.0985608384109913,62610,48396,1.29370195883957,-0.3,19081,1233138,1.54735317539481,7.1,19691032,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,83aa3adec564778cf133e67fefc0176e99de35a25b1cbcb649d52c2f0c927f3b,1,1,false,false,thunderstorm,2013-05-29T20:58:00,2013-05-31T14:53:00,2515,2515,0,true,true,true,true,__MISSING__,false,false,false,61795,NPCC,false,true,false,false,true
__MISSING__,941,2014,2,New York,NY,NPCC,Northeast,-0.5,cold,2014-02-05T00:00:00,07:00:00,2014-02-23T00:00:00,07:00:00,fuel supply emergency, Coal,__MISSING__,25920,300,__MISSING__,21.69,17.48,8.19,17.81,4550076,6390265,1497619,12699456,35.8289047971819,50.3192026493103,11.7927807301352,7046829,1045571,7862,8100268,86.9950105354539,12.9078568758466,0.0970585170762251,63217,49091,1.28775131897904,1,18048,1248299,1.44580745478447,7.3,19748858,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,bfd8f2a8e61f5395d22125df54dd4997ce0e6b22d269034291409316a94b6ca3,1,1,false,false,coal,2014-02-05T07:00:00,2014-02-23T07:00:00,25920,25920,0,true,true,true,true,300,true,true,false,__MISSING__,NPCC,false,true,true,true,true
__MISSING__,942,2013,7,New York,NY,NPCC,Northeast,-0.3,normal,2013-07-19T00:00:00,22:30:00,2013-07-21T00:00:00,20:00:00,severe weather,thunderstorm,__MISSING__,2730,__MISSING__,74300,20.03,16.75,7.01,16.94,5550457,7350699,1519842,14662838,37.8539065902522,50.1314888700264,10.3652648961954,7027866,1040398,7960,8076230,87.0191413567964,12.8822235127033,0.0985608384109913,62610,48396,1.29370195883957,-0.3,19081,1233138,1.54735317539481,7.1,19691032,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,9368a2ba4c2c6c52c1f4bc401d808aafe85326d21ce20cffca6e91fc57d29e55,1,1,false,false,thunderstorm,2013-07-19T22:30:00,2013-07-21T20:00:00,2730,2730,0,true,true,true,true,__MISSING__,false,false,false,74300,NPCC,false,true,false,false,true
__MISSING__,943,2010,3,New York,NY,NPCC,Northeast,0.9,warm,2010-03-13T00:00:00,18:00:00,2010-03-20T00:00:00,09:00:00,severe weather,wind/rain,__MISSING__,9480,__MISSING__,173000,17.55,15.17,8.2,15.29,3914836,5998208,1075281,11228223,34.8660335655963,53.4208128926545,9.57659105986762,6954916,1038260,8364,8001564,86.9194572461084,12.97571324806,0.104529564470146,61444,47287,1.2993846088777,3.7,19931,1192065,1.67197258538754,7.6,19402920,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,749a6957134f2b197c0ff174719b22ccc15c151fcb2c9205e8e2396f1ab8bce8,1,1,false,false,wind/rain,2010-03-13T18:00:00,2010-03-20T09:00:00,9480,9540,-60,true,true,true,true,__MISSING__,false,false,false,173000,NPCC,false,true,false,false,true
__MISSING__,944,2008,12,New York,NY,NPCC,Northeast,-0.7,cold,2008-12-11T00:00:00,18:00:00,2008-12-15T00:00:00,12:00:00,severe weather,winter storm,__MISSING__,5400,__MISSING__,60000,16.63,14.83,7.99,14.76,4274712,6505560,1137166,12176916,35.1050463023642,53.4253500640064,9.33870283740152,6897087,1032105,8779,7937995,86.8870161797784,13.0020867989965,0.110594677875207,58322,48401,1.20497510382017,-3.3,19516,1120512,1.74170379255198,7.5,19212436,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,c6524f69909d45e723442324631948156a3197e11293db64836fafd711423362,1,1,false,false,winter storm,2008-12-11T18:00:00,2008-12-15T12:00:00,5400,5400,0,true,true,true,true,__MISSING__,false,false,false,60000,NPCC,false,true,false,false,true
__MISSING__,945,2011,5,New York,NY,NPCC,Northeast,-0.4,normal,2011-05-11T00:00:00,11:00:00,2011-05-11T00:00:00,11:30:00,intentional attack,vandalism,__MISSING__,30,0,0,18.3,15.58,7.65,15.65,3557054,5821564,1082880,10689332,33.2766724805629,54.4614387503354,10.13047400904,6987631,1035992,8222,8031854,86.998979314116,12.8985412334437,0.102367398610582,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,961264faaf28b8344b16b0c5f32a4351496b99ccb53fd5cd398b9f51113dbf62,1,1,false,false,vandalism,2011-05-11T11:00:00,2011-05-11T11:30:00,30,30,0,true,true,true,true,0,true,false,true,0,NPCC,false,true,true,false,true
__MISSING__,946,2008,1,New York,NY,NPCC,Northeast,-1.4,cold,2008-01-30T00:00:00,03:06:00,2008-02-01T00:00:00,14:50:00,severe weather,heavy wind,__MISSING__,3584,50,54316,16.87,15.48,8.94,15.24,4446401,6373878,1212372,12283409,36.1984283027619,51.8901389671222,9.86999618754045,6897087,1032105,8779,7937995,86.8870161797784,13.0020867989965,0.110594677875207,58322,48401,1.20497510382017,-3.3,19516,1120512,1.74170379255198,7.5,19212436,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,afcb0d352ef59b567ca63a45a55852c98540c2278469f2b36fe36330154528f1,1,1,false,false,heavy wind,2008-01-30T03:06:00,2008-02-01T14:50:00,3584,3584,0,true,true,true,true,50,true,true,false,54316,NPCC,false,true,true,true,true
__MISSING__,947,2011,1,New York,NY,NPCC,Northeast,-1.3,cold,2011-01-27T00:00:00,17:00:00,2011-01-30T00:00:00,05:00:00,fuel supply emergency,Coal,__MISSING__,3600,108,__MISSING__,17.25,15.4,8.97,15.49,4717252,6343171,1093624,12424996,37.9658230875889,51.0516945035636,8.80180565048069,6987631,1035992,8222,8031854,86.998979314116,12.8985412334437,0.102367398610582,61290,47586,1.28798386079939,-0.3,19725,1196493,1.64856793980408,7.4,19523202,87.87,5.21,4161.4,1700,54.6,8.68,1.26,86.3825497204656,13.6174502795344,3.64586197415452,d762a0b773151311aca2e800c3d6c4296c10e23f400bd2ed52b3204ffc29f5b9,1,1,false,false,coal,2011-01-27T17:00:00,2011-01-30T05:00:00,3600,3600,0,true,true,true,true,108,true,true,false,__MISSING__,NPCC,false,true,true,true,true
