redispatch_fraction_pmax,state,kind,element_index,response_mode,branch_rating,objective,max_balance_residual_mw,max_loading_fraction,max_loaded_branch_index,max_redispatch_mw,outaged_branch_flow_mw,outaged_generator_mw
1.0,generator_4_sustained,generator,4,bounded,rate_a,70131.9090044,5.115907697472721e-13,0.7703062635273104,9,121.000000000001,,0.0
1.0,generator_5_sustained,generator,5,bounded,rate_a,67883.94036440003,7.958078640513122e-13,0.7718077624572272,9,121.000000000001,,0.0
1.0,generator_6_sustained,generator,6,bounded,rate_a,72298.21736372002,5.115907697472721e-13,0.715302328178023,9,121.000000000001,,0.0
1.0,generator_7_sustained,generator,7,bounded,rate_a,70112.15351623995,9.094947017729282e-13,0.7647876549602877,9,121.000000000001,,0.0
1.0,generator_8_sustained,generator,8,bounded,rate_a,70833.83143760005,3.836930773104541e-12,0.7885787495613648,11,121.000000000001,,0.0
1.0,generator_9_sustained,generator,9,bounded,rate_a,68689.58475112,5.044853423896711e-13,0.7880154037136053,11,121.000000000001,,0.0
1.0,generator_10_sustained,generator,10,bounded,rate_a,72779.18964902006,5.400124791776761e-13,0.7550826059188621,9,121.000000000001,,0.0
1.0,generator_11_sustained,generator,11,bounded,rate_a,65437.07385936022,1.3073986337985843e-12,0.7668648665021257,22,121.000000000001,,0.0
1.0,generator_12_sustained,generator,12,bounded,rate_a,65437.07385936022,1.3073986337985843e-12,0.7668648665021257,22,121.000000000001,,0.0
1.0,generator_13_sustained,generator,13,bounded,rate_a,65437.07385936022,1.3073986337985843e-12,0.7668648665021257,22,121.000000000001,,0.0
1.0,generator_15_sustained,generator,15,bounded,rate_a,69940.02993192001,4.320099833421409e-12,0.7530726712163006,9,121.000000000001,,0.0
1.0,generator_16_sustained,generator,16,bounded,rate_a,71744.04270120004,3.893774191965349e-12,0.7514615738243494,9,121.000000000001,,0.0
1.0,generator_17_sustained,generator,17,bounded,rate_a,69940.02993192001,4.320099833421409e-12,0.7530726712163006,9,121.000000000001,,0.0
1.0,generator_18_sustained,generator,18,bounded,rate_a,71744.04270120004,3.893774191965349e-12,0.7514615738243494,9,121.000000000001,,0.0
1.0,generator_19_sustained,generator,19,bounded,rate_a,69940.02993192001,4.320099833421409e-12,0.7530726712163006,9,121.000000000001,,0.0
1.0,generator_20_sustained,generator,20,bounded,rate_a,72355.54222167999,2.8421709430404007e-13,0.7025843590211023,11,121.000000000001,,0.0
1.0,generator_21_sustained,generator,21,bounded,rate_a,72355.54222167999,2.8421709430404007e-13,0.7044908788115549,11,121.000000000001,,0.0
1.0,generator_22_sustained,generator,22,bounded,rate_a,81012.78099799983,1.7763568394002505e-12,0.4989623692931165,17,121.000000000001,,0.0
1.0,generator_23_sustained,generator,23,bounded,rate_a,81012.78099799997,1.4210854715202004e-12,0.49914598110872616,17,121.000000000001,,0.0
1.0,generator_24_sustained,generator,24,bounded,rate_a,73100.22750760004,1.3926637620897964e-12,0.7518780757768156,9,121.000000000001,,0.0
1.0,generator_25_sustained,generator,25,bounded,rate_a,71973.98725854012,4.831690603168681e-13,0.6965048917375904,11,121.000000000001,,0.0
1.0,generator_26_sustained,generator,26,bounded,rate_a,73100.22750760004,1.3926637620897964e-12,0.7518780757768156,9,121.000000000001,,0.0
1.0,generator_27_sustained,generator,27,bounded,rate_a,72128.98344488005,2.9558577807620168e-12,0.75244798777941,9,121.000000000001,,0.0
1.0,generator_28_sustained,generator,28,bounded,rate_a,73100.22750760004,1.3926637620897964e-12,0.7518780757768156,9,121.000000000001,,0.0
1.0,generator_29_sustained,generator,29,bounded,rate_a,72128.98344487927,1.4438228390645236e-11,0.7524479877794126,9,121.000000000001,,0.0
1.0,generator_30_sustained,generator,30,bounded,rate_a,72355.54222167999,6.821210263296962e-13,0.7078503240877214,11,121.000000000001,,0.0
1.0,generator_31_sustained,generator,31,bounded,rate_a,72355.54222167999,6.821210263296962e-13,0.7078503240877214,11,121.000000000001,,0.0
1.0,generator_32_sustained,generator,32,bounded,rate_a,75247.62499799998,3.410605131648481e-13,0.6623179858718804,27,121.000000000001,,0.0
